event_id,floor,artist_name,set_time_start,set_time_end
1657,Panorama Bar,Mike Dehnert,2016-05-20T05:00:00Z,2016-05-20T09:00:00Z
1657,Panorama Bar,Freddy K,2016-05-20T09:00:00Z,2016-05-20T17:00:00Z
1658,Garten,PLO Man,2016-05-21T13:00:00Z,2016-05-21T16:00:00Z
1658,Garten,der_rote,2016-05-21T16:00:00Z,2016-05-22T00:00:00Z
1658,Panorama Bar,Ryan Elliott,2016-05-21T01:30:00Z,2016-05-21T09:30:00Z
1658,Panorama Bar,Sebastian Mullaert,2016-05-21T04:00:00Z,2016-05-21T05:30:00Z
1658,Panorama Bar,André Galluzzi,2016-05-21T05:30:00Z,2016-05-21T09:30:00Z
1658,Panorama Bar,Trevor Deep Jr.,2016-05-21T09:30:00Z,2016-05-21T13:30:00Z
1658,Panorama Bar,Richard Zepezauer,2016-05-21T13:30:00Z,2016-05-21T17:30:00Z
1658,Panorama Bar,Joy Orbison,2016-05-21T17:30:00Z,2016-05-21T21:30:00Z
1658,Panorama Bar,Evan Baggs,2016-05-21T21:30:00Z,2016-05-21T01:30:00Z
1658,Panorama Bar,Ateq,2016-05-21T23:59:00Z,2016-05-21T04:00:00Z
1658,Berghain,Sterac,2016-05-21T01:00:00Z,2016-05-21T09:00:00Z
1658,Berghain,Polar Inertia,2016-05-21T05:00:00Z,2016-05-21T06:00:00Z
1658,Berghain,Boris,2016-05-21T06:00:00Z,2016-05-21T09:00:00Z
1658,Berghain,Joel Mull,2016-05-21T09:00:00Z,2016-05-21T13:00:00Z
1658,Berghain,Psyk,2016-05-21T13:00:00Z,2016-05-21T16:00:00Z
1658,Berghain,Wata Igarashi,2016-05-21T16:00:00Z,2016-05-21T19:00:00Z
1658,Berghain,Len Faki,2016-05-21T19:00:00Z,2016-05-21T22:00:00Z
1658,Berghain,Efdemin,2016-05-21T22:00:00Z,2016-05-21T01:00:00Z
1658,Berghain,Deep Space Helsinki,2016-05-21T23:59:00Z,2016-05-21T05:00:00Z
1659,Panorama Bar,Recondite,2016-05-27T03:00:00Z,2016-05-27T05:00:00Z
1659,Panorama Bar,Mind Against,2016-05-27T05:00:00Z,2016-05-27T08:00:00Z
1659,Panorama Bar,Monoloc,2016-05-27T08:00:00Z,2016-05-27T16:00:00Z
1659,Panorama Bar,Uchi,2016-05-27T23:59:00Z,2016-05-27T03:00:00Z
1660,Garten,Norman Nodge,2016-05-28T13:00:00Z,2016-05-28T21:00:00Z
1660,Panorama Bar,Roi Perez,2016-05-28T01:00:00Z,2016-05-28T09:00:00Z
1660,Panorama Bar,Mattheis,2016-05-28T04:00:00Z,2016-05-28T05:00:00Z
1660,Panorama Bar,Jori Hulkkonen,2016-05-28T05:00:00Z,2016-05-28T09:00:00Z
1660,Panorama Bar,Abstraxion,2016-05-28T09:00:00Z,2016-05-28T13:00:00Z
1660,Panorama Bar,Max Graef b2b Glenn Astro,2016-05-28T13:00:00Z,2016-05-28T17:00:00Z
1660,Panorama Bar,The Drifter,2016-05-28T17:00:00Z,2016-05-28T21:00:00Z
1660,Panorama Bar,Ed Davenport,2016-05-28T21:00:00Z,2016-05-28T01:00:00Z
1660,Panorama Bar,Massimiliano Pagliara,2016-05-28T23:59:00Z,2016-05-28T04:00:00Z
1660,Berghain,Don Williams,2016-05-28T02:00:00Z,2016-05-28T10:00:00Z
1660,Berghain,Andrea,2016-05-28T04:00:00Z,2016-05-28T05:00:00Z
1660,Berghain,Zenker Brothers,2016-05-28T05:00:00Z,2016-05-28T10:00:00Z
1660,Berghain,Stenny,2016-05-28T10:00:00Z,2016-05-28T14:00:00Z
1660,Berghain,Marcel Dettmann,2016-05-28T14:00:00Z,2016-05-28T18:00:00Z
1660,Berghain,DVS1,2016-05-28T18:00:00Z,2016-05-28T22:00:00Z
1660,Berghain,Oscar Mulero,2016-05-28T22:00:00Z,2016-05-28T02:00:00Z
1660,Berghain,Skee Mask,2016-05-28T23:59:00Z,2016-05-28T04:00:00Z
1661,Kantine am Berghain,Falko Teichmann,2016-08-08T20:00:00Z,2016-08-08T21:00:00Z
1661,Kantine am Berghain,Slow Steve,2016-08-08T21:00:00Z,2016-08-08T21:40:00Z
1661,Kantine am Berghain,Morgan Delt,2016-08-08T22:00:00Z,2016-08-09T06:00:00Z
1662,Kantine am Berghain,DON´T DJ,2016-06-02T20:00:00Z,2016-06-02T21:00:00Z
1662,Kantine am Berghain,Fabian,2016-06-02T21:00:00Z,2016-06-02T21:40:00Z
1662,Kantine am Berghain,Walls & Birds,2016-06-02T22:15:00Z,2016-06-03T06:15:00Z
1663,Kantine am Berghain,Sferics,2016-06-27T20:30:00Z,2016-06-27T21:10:00Z
1663,Kantine am Berghain,Woods,2016-06-27T21:30:00Z,2016-06-28T05:30:00Z
1664,Kantine am Berghain,Michael Rosen,2016-06-25T21:00:00Z,2016-06-25T22:00:00Z
1664,Kantine am Berghain,R.A.N,2016-06-25T22:00:00Z,2016-06-25T22:40:00Z
1664,Kantine am Berghain,Clara Hill,2016-06-25T23:00:00Z,2016-06-26T07:00:00Z
1665,Kantine am Berghain,Burak Özdemir,2016-06-24T01:00:00Z,2016-06-24T09:00:00Z
1665,Kantine am Berghain,Plurabelle,2016-06-24T21:00:00Z,2016-06-24T21:40:00Z
1665,Kantine am Berghain,Musica Sequenza,2016-06-24T22:00:00Z,2016-06-24T23:00:00Z
1665,Kantine am Berghain,Van Rivers,2016-06-24T23:30:00Z,2016-06-24T01:00:00Z
1666,Panorama Bar,Edward,2016-06-10T03:00:00Z,2016-06-10T06:00:00Z
1666,Panorama Bar,Steffen Bennemann,2016-06-10T06:00:00Z,2016-06-10T09:00:00Z
1666,Panorama Bar,Manamana,2016-06-10T09:00:00Z,2016-06-10T17:00:00Z
1666,Panorama Bar,Nicolas Lutz,2016-06-10T23:59:00Z,2016-06-10T03:00:00Z
1666,Berghain,Jesse Osborne-Lanthier & Grischa Lichtenberger,2016-06-10T01:30:00Z,2016-06-10T02:30:00Z
1666,Berghain,Mika Vainio & Franck Vigroux,2016-06-10T02:30:00Z,2016-06-10T03:30:00Z
1666,Berghain,Nina,2016-06-10T03:30:00Z,2016-06-10T04:00:00Z
1666,Berghain,Shapednoise & sYn,2016-06-10T04:00:00Z,2016-06-10T05:00:00Z
1666,Berghain,Xosar,2016-06-10T05:00:00Z,2016-06-10T06:00:00Z
1666,Berghain,Container,2016-06-10T06:00:00Z,2016-06-10T07:00:00Z
1666,Berghain,Shapednoise,2016-06-10T07:00:00Z,2016-06-10T15:00:00Z
1666,Berghain,Nina,2016-06-10T23:59:00Z,2016-06-10T01:30:00Z
1667,Kantine am Berghain,Beach Baby,2016-06-20T21:00:00Z,2016-06-20T21:40:00Z
1667,Kantine am Berghain,Glass Animals,2016-06-20T22:00:00Z,2016-06-21T06:00:00Z
1670,Kantine am Berghain,Kero Kero Bonito,2016-05-18T21:00:00Z,2016-05-18T21:40:00Z
1670,Kantine am Berghain,18+,2016-05-18T22:00:00Z,2016-05-19T06:00:00Z
1672,Kantine am Berghain,Father,2016-07-07T20:00:00Z,2016-07-07T21:00:00Z
1673,Kantine am Berghain,Mastri-Hora,2016-07-16T01:30:00Z,2016-07-16T02:30:00Z
1673,Kantine am Berghain,VARG,2016-07-16T02:30:00Z,2016-07-16T03:30:00Z
1673,Kantine am Berghain,Anal Virginity,2016-07-16T03:30:00Z,2016-07-16T05:30:00Z
1673,Kantine am Berghain,Alexey Volkov,2016-07-16T05:30:00Z,2016-07-16T06:30:00Z
1673,Kantine am Berghain,???,2016-07-16T06:30:00Z,2016-07-16T14:30:00Z
1673,Kantine am Berghain,Samantha,2016-07-16T23:59:00Z,2016-07-16T01:30:00Z
1674,Kantine am Berghain,Liza Anne,2016-07-22T20:00:00Z,2016-07-22T20:40:00Z
1674,Kantine am Berghain,Joseph,2016-07-22T21:00:00Z,2016-07-23T05:00:00Z
1676,Garten,Dynamo Dreesen,2016-06-04T12:00:00Z,2016-06-04T16:00:00Z
1676,Garten,Soundstream,2016-06-04T16:00:00Z,2016-06-05T00:00:00Z
1676,Panorama Bar,Jennifer Cardini,2016-06-04T01:00:00Z,2016-06-04T09:00:00Z
1676,Panorama Bar,Zombies In Miami,2016-06-04T04:00:00Z,2016-06-04T05:00:00Z
1676,Panorama Bar,Benedikt Frey,2016-06-04T05:00:00Z,2016-06-04T09:00:00Z
1676,Panorama Bar,Marvin & Guy,2016-06-04T09:00:00Z,2016-06-04T13:00:00Z
1676,Panorama Bar,nd_baumecker,2016-06-04T13:00:00Z,2016-06-04T16:00:00Z
1676,Panorama Bar,Lena Willikens,2016-06-04T16:00:00Z,2016-06-04T20:00:00Z
1676,Panorama Bar,Andre Bratten,2016-06-04T20:00:00Z,2016-06-04T21:00:00Z
1676,Panorama Bar,Solar,2016-06-04T21:00:00Z,2016-06-04T01:00:00Z
1676,Panorama Bar,Mozhgan,2016-06-04T23:59:00Z,2016-06-04T04:00:00Z
1676,Berghain,Vincent Neumann,2016-06-04T01:00:00Z,2016-06-04T09:00:00Z
1676,Berghain,SHXCXCHCXSH,2016-06-04T04:00:00Z,2016-06-04T05:00:00Z
1676,Berghain,Kareem,2016-06-04T05:00:00Z,2016-06-04T09:00:00Z
1676,Berghain,Cosmin TRG,2016-06-04T09:00:00Z,2016-06-04T13:00:00Z
1676,Berghain,Developer,2016-06-04T13:00:00Z,2016-06-04T17:00:00Z
1676,Berghain,Aurora Halal,2016-06-04T17:00:00Z,2016-06-04T21:00:00Z
1676,Berghain,DJ Nobu,2016-06-04T21:00:00Z,2016-06-04T01:00:00Z
1676,Berghain,P.E.A.R.L.,2016-06-04T23:59:00Z,2016-06-04T04:00:00Z
1677,Panorama Bar,Radio Slave,2016-06-11T02:00:00Z,2016-06-11T10:00:00Z
1677,Panorama Bar,Spencer Parker,2016-06-11T04:00:00Z,2016-06-11T08:00:00Z
1677,Panorama Bar,David Morales,2016-06-11T08:00:00Z,2016-06-11T12:00:00Z
1677,Panorama Bar,Peggy Gou,2016-06-11T12:00:00Z,2016-06-11T15:00:00Z
1677,Panorama Bar,Markus Suckut,2016-06-11T15:00:00Z,2016-06-11T18:00:00Z
1677,Panorama Bar,Boris,2016-06-11T18:00:00Z,2016-06-11T22:00:00Z
1677,Panorama Bar,Ryan Elliott,2016-06-11T22:00:00Z,2016-06-11T02:00:00Z
1677,Panorama Bar,Jamie Fry,2016-06-11T23:59:00Z,2016-06-11T04:00:00Z
1677,Berghain,Rødhåd,2016-06-11T01:00:00Z,2016-06-11T09:00:00Z
1677,Berghain,TB Arthur,2016-06-11T04:00:00Z,2016-06-11T05:00:00Z
1677,Berghain,Blind Observatory,2016-06-11T05:00:00Z,2016-06-11T09:00:00Z
1677,Berghain,Young Male,2016-06-11T09:00:00Z,2016-06-11T13:00:00Z
1677,Berghain,Gunnar Haslam,2016-06-11T13:00:00Z,2016-06-11T17:00:00Z
1677,Berghain,Anthony Parasole,2016-06-11T17:00:00Z,2016-06-11T21:00:00Z
1677,Berghain,Answer Code Request,2016-06-11T21:00:00Z,2016-06-11T01:00:00Z
1677,Berghain,Fiedel,2016-06-11T23:59:00Z,2016-06-11T04:00:00Z
1678,Panorama Bar,Tama Sumo,2016-06-18T01:00:00Z,2016-06-18T09:00:00Z
1678,Panorama Bar,Discodromo,2016-06-18T04:00:00Z,2016-06-18T09:00:00Z
1678,Panorama Bar,Chez Damier,2016-06-18T09:00:00Z,2016-06-18T13:00:00Z
1678,Panorama Bar,Ge-ology,2016-06-18T13:00:00Z,2016-06-18T17:00:00Z
1678,Panorama Bar,Fatherhood,2016-06-18T17:00:00Z,2016-06-18T21:00:00Z
1678,Panorama Bar,The Black Madonna,2016-06-18T21:00:00Z,2016-06-18T01:00:00Z
1678,Panorama Bar,Steffi,2016-06-18T23:59:00Z,2016-06-18T04:00:00Z
1678,Berghain,Ben Klock,2016-06-18T01:00:00Z,2016-06-18T09:00:00Z
1678,Berghain,INIT,2016-06-18T04:00:00Z,2016-06-18T05:00:00Z
1678,Berghain,Etapp Kyle,2016-06-18T05:00:00Z,2016-06-18T09:00:00Z
1678,Berghain,Cassegrain,2016-06-18T09:00:00Z,2016-06-18T13:00:00Z
1678,Berghain,Silent Servant,2016-06-18T13:00:00Z,2016-06-18T17:00:00Z
1678,Berghain,Phase Fatale,2016-06-18T17:00:00Z,2016-06-18T21:00:00Z
1678,Berghain,Function,2016-06-18T21:00:00Z,2016-06-18T01:00:00Z
1678,Berghain,Marcel Dettmann,2016-06-18T23:59:00Z,2016-06-18T04:00:00Z
1679,Panorama Bar,Trap10,2016-06-17T04:00:00Z,2016-06-17T05:00:00Z
1679,Panorama Bar,Oracy,2016-06-17T05:00:00Z,2016-06-17T08:00:00Z
1679,Panorama Bar,Konstantin Sibold,2016-06-17T08:00:00Z,2016-06-17T16:00:00Z
1679,Panorama Bar,Sirko Müller,2016-06-17T23:59:00Z,2016-06-17T04:00:00Z
168,Panorama Bar,Dinky,2011-01-08T12:00:00Z,2011-01-08T16:00:00Z
168,Panorama Bar,Alton Miller,2011-01-08T16:00:00Z,2011-01-08T19:00:00Z
168,Panorama Bar,Sachwitz & Wetzel,2011-01-08T19:00:00Z,2011-01-09T03:00:00Z
168,Berghain,Roman Lindau,2011-01-08T00:00:00Z,2011-01-08T03:00:00Z
168,Berghain,Sascha Rydell,2011-01-08T03:00:00Z,2011-01-08T05:00:00Z
168,Berghain,Fachwerk,2011-01-08T05:00:00Z,2011-01-08T07:00:00Z
168,Berghain,Mike Dehnert,2011-01-08T07:00:00Z,2011-01-08T09:00:00Z
168,Berghain,Norman Nodge,2011-01-08T09:00:00Z,2011-01-08T17:00:00Z
1680,Panorama Bar,New Jackson,2016-06-24T04:00:00Z,2016-06-24T05:00:00Z
1680,Panorama Bar,Jacques Green,2016-06-24T05:00:00Z,2016-06-24T08:00:00Z
1680,Panorama Bar,Fort Romeau,2016-06-24T08:00:00Z,2016-06-24T16:00:00Z
1680,Panorama Bar,Nick Höppner,2016-06-24T23:59:00Z,2016-06-24T04:00:00Z
1681,Garten,Cle & Eva Be,2016-06-25T13:00:00Z,2016-06-25T21:00:00Z
1681,Panorama Bar,Margaret Dygas,2016-06-25T01:00:00Z,2016-06-25T09:00:00Z
1681,Panorama Bar,Aybee,2016-06-25T04:00:00Z,2016-06-25T05:00:00Z
1681,Panorama Bar,Jerome Sydenham,2016-06-25T05:00:00Z,2016-06-25T09:00:00Z
1681,Panorama Bar,Massimiliano Pagliara,2016-06-25T09:00:00Z,2016-06-25T13:00:00Z
1681,Panorama Bar,Marquis Hawkes,2016-06-25T13:00:00Z,2016-06-25T17:00:00Z
1681,Panorama Bar,Virginia,2016-06-25T17:00:00Z,2016-06-25T21:00:00Z
1681,Panorama Bar,Âme,2016-06-25T21:00:00Z,2016-06-25T01:00:00Z
1681,Panorama Bar,Valentino Mora,2016-06-25T23:59:00Z,2016-06-25T04:00:00Z
1681,Berghain,Kobosil,2016-06-25T00:30:00Z,2016-06-25T08:30:00Z
1681,Berghain,Pangaea,2016-06-25T04:00:00Z,2016-06-25T08:00:00Z
1681,Berghain,Shlømo,2016-06-25T08:00:00Z,2016-06-25T09:30:00Z
1681,Berghain,October,2016-06-25T09:30:00Z,2016-06-25T13:30:00Z
1681,Berghain,Norman Nodge,2016-06-25T13:30:00Z,2016-06-25T17:30:00Z
1681,Berghain,Kr!z,2016-06-25T17:30:00Z,2016-06-25T20:30:00Z
1681,Berghain,Antigone,2016-06-25T20:30:00Z,2016-06-25T00:30:00Z
1681,Berghain,Scuba,2016-06-25T23:59:00Z,2016-06-25T04:00:00Z
1684,Kantine am Berghain,Die Outlanders,2016-06-23T21:00:00Z,2016-06-23T21:40:00Z
1684,Kantine am Berghain,Ninet,2016-06-23T22:00:00Z,2016-06-24T06:00:00Z
1686,Panorama Bar,Egyptian Lover,2016-07-08T03:00:00Z,2016-07-08T05:00:00Z
1686,Panorama Bar,Paul Woolford,2016-07-08T05:00:00Z,2016-07-08T07:30:00Z
1686,Panorama Bar,Moxie,2016-07-08T07:30:00Z,2016-07-08T09:30:00Z
1686,Panorama Bar,Barker,2016-07-08T09:30:00Z,2016-07-08T17:30:00Z
1686,Panorama Bar,N>E>D,2016-07-08T23:59:00Z,2016-07-08T03:00:00Z
1686,Berghain,Basic Rhythm,2016-07-08T02:30:00Z,2016-07-08T03:30:00Z
1686,Berghain,DJ Deeon,2016-07-08T03:30:00Z,2016-07-08T05:30:00Z
1686,Berghain,Lory D,2016-07-08T05:30:00Z,2016-07-08T06:45:00Z
1686,Berghain,Danny Daze,2016-07-08T06:45:00Z,2016-07-08T14:45:00Z
1686,Berghain,Gonsher,2016-07-08T23:59:00Z,2016-07-08T02:30:00Z
1688,Kantine am Berghain,Jambinai,2016-08-07T21:00:00Z,2016-08-08T05:00:00Z
1689,Kantine am Berghain,RIKAS,2016-08-23T21:00:00Z,2016-08-23T21:30:00Z
1689,Kantine am Berghain,Seratones,2016-08-23T22:00:00Z,2016-08-24T06:00:00Z
169,Panorama Bar,Levon Vincent,2011-01-14T00:00:00Z,2011-01-14T04:30:00Z
169,Panorama Bar,Ben Klock,2011-01-14T04:30:00Z,2011-01-14T08:30:00Z
169,Panorama Bar,Dj Deep,2011-01-14T08:30:00Z,2011-01-14T16:30:00Z
169,Berghain,Paul Spymania,2011-01-14T00:00:00Z,2011-01-14T00:30:00Z
169,Berghain,Hops,2011-01-14T00:30:00Z,2011-01-14T01:30:00Z
169,Berghain,Roska,2011-01-14T01:30:00Z,2011-01-14T03:00:00Z
169,Berghain,Slugabed,2011-01-14T03:00:00Z,2011-01-14T04:00:00Z
169,Berghain,Instra:mental,2011-01-14T04:00:00Z,2011-01-14T05:30:00Z
169,Berghain,Distance,2011-01-14T05:30:00Z,2011-01-14T06:30:00Z
169,Berghain,Scuba,2011-01-14T06:30:00Z,2011-01-14T14:30:00Z
1690,Kantine am Berghain,HOPE,2016-09-18T20:00:00Z,2016-09-18T20:40:00Z
1690,Kantine am Berghain,Suns Of Thyme,2016-09-18T21:00:00Z,2016-09-19T05:00:00Z
1691,Kantine am Berghain,Trust Fund,2016-09-22T20:00:00Z,2016-09-22T20:40:00Z
1691,Kantine am Berghain,Mitski,2016-09-22T21:00:00Z,2016-09-23T05:00:00Z
1692,Kantine am Berghain,NFOP,2016-09-29T20:00:00Z,2016-09-29T21:00:00Z
1692,Kantine am Berghain,Troy Gunner,2016-09-29T21:00:00Z,2016-09-29T21:40:00Z
1692,Kantine am Berghain,Guy Andrews,2016-09-29T22:00:00Z,2016-09-30T06:00:00Z
1694,Kantine am Berghain,Foreign Diplomats,2016-09-30T20:00:00Z,2016-09-30T20:40:00Z
1694,Kantine am Berghain,Hein Cooper,2016-09-30T21:00:00Z,2016-10-01T05:00:00Z
1695,Kantine am Berghain,Emma Elisabeth,2016-09-26T20:00:00Z,2016-09-26T20:40:00Z
1695,Kantine am Berghain,Fear Of Men,2016-09-26T21:00:00Z,2016-09-27T05:00:00Z
1696,Kantine am Berghain,Max Dax,2016-07-28T20:00:00Z,2016-07-28T21:00:00Z
1696,Kantine am Berghain,AUF,2016-07-28T21:00:00Z,2016-07-29T05:00:00Z
1697,Berghain,Alessandro Adriani,2016-09-08T00:00:00Z,2016-09-08T08:00:00Z
1697,Berghain,Hanzel & Neue K,2016-09-08T20:00:00Z,2016-09-08T21:00:00Z
1697,Berghain,Qual,2016-09-08T21:00:00Z,2016-09-08T21:45:00Z
1697,Berghain,Martial Canterel,2016-09-08T22:00:00Z,2016-09-08T22:45:00Z
1697,Berghain,Fixmer/McCarthy,2016-09-08T23:00:00Z,2016-09-08T00:00:00Z
1698,Berghain,Liam x,2016-10-05T21:00:00Z,2016-10-05T21:45:00Z
1698,Berghain,Gold Panda,2016-10-05T22:00:00Z,2016-10-06T06:00:00Z
1699,Berghain,Eveline,2016-10-06T20:00:00Z,2016-10-06T20:45:00Z
1699,Berghain,Låpsley,2016-10-06T21:00:00Z,2016-10-07T05:00:00Z
170,Panorama Bar,Margaret Dygas,2011-01-15T12:00:00Z,2011-01-15T16:00:00Z
170,Panorama Bar,Shonky,2011-01-15T16:00:00Z,2011-01-15T19:00:00Z
170,Panorama Bar,Nick Höppner & Jenne Grabowski,2011-01-15T19:00:00Z,2011-01-16T03:00:00Z
170,Berghain,Ryan Elliott,2011-01-15T00:00:00Z,2011-01-15T04:00:00Z
170,Berghain,Staffan Linzatti,2011-01-15T04:00:00Z,2011-01-15T05:00:00Z
170,Berghain,Steffi,2011-01-15T05:00:00Z,2011-01-15T08:00:00Z
170,Berghain,MMM,2011-01-15T08:00:00Z,2011-01-15T09:00:00Z
170,Berghain,Boris,2011-01-15T09:00:00Z,2011-01-15T17:00:00Z
1700,Berghain,Josefin Öhrn + The Liberation,2016-10-12T21:00:00Z,2016-10-12T21:30:00Z
1700,Berghain,GOAT,2016-10-12T22:00:00Z,2016-10-13T06:00:00Z
1701,Berghain,Arc Iris,2016-11-03T20:00:00Z,2016-11-03T20:40:00Z
1701,Berghain,John Grant,2016-11-03T21:00:00Z,2016-11-04T05:00:00Z
1702,Berghain,KLLO,2016-11-17T21:00:00Z,2016-11-17T21:30:00Z
1702,Berghain,"NAO",2016-11-17T22:00:00Z,2016-11-18T06:00:00Z
1703,Berghain,Mieko Suzuki,2016-07-27T19:00:00Z,2016-07-27T20:30:00Z
1703,Berghain,Sarah Neufeld,2016-07-27T20:30:00Z,2016-07-27T21:15:00Z
1703,Berghain,Laniakea,2016-07-27T21:30:00Z,2016-07-27T22:30:00Z
1703,Berghain,Fire! & Oren Ambarchi,2016-07-27T22:45:00Z,2016-07-28T06:45:00Z
1704,Berghain,DJ Scotch Egg,2016-08-12T21:00:00Z,2016-08-12T21:45:00Z
1704,Berghain,Lightning Bolt,2016-08-12T22:00:00Z,2016-08-12T23:00:00Z
1707,Garten,Oren Marzam,2016-07-02T12:00:00Z,2016-07-02T16:00:00Z
1707,Garten,Luigi Di Venere,2016-07-02T16:00:00Z,2016-07-02T20:00:00Z
1707,Panorama Bar,Rex The Dog,2016-07-02T04:00:00Z,2016-07-02T05:30:00Z
1707,Panorama Bar,Danton Eeprom,2016-07-02T05:30:00Z,2016-07-02T09:00:00Z
1707,Panorama Bar,Stefan Goldmann,2016-07-02T09:00:00Z,2016-07-02T13:00:00Z
1707,Panorama Bar,Kosme,2016-07-02T13:00:00Z,2016-07-02T17:00:00Z
1707,Panorama Bar,Ryan Elliott,2016-07-02T17:00:00Z,2016-07-02T21:00:00Z
1707,Panorama Bar,Justin Strauss,2016-07-02T21:00:00Z,2016-07-02T23:59:00Z
1707,Panorama Bar,Kiki,2016-07-02T23:59:00Z,2016-07-02T04:00:00Z
1707,Panorama Bar,Gerd Janson,2016-07-02T23:59:00Z,2016-07-03T07:59:00Z
1707,Berghain,Somewhen,2016-07-02T01:00:00Z,2016-07-02T09:00:00Z
1707,Berghain,NX1,2016-07-02T04:00:00Z,2016-07-02T05:30:00Z
1707,Berghain,Gary Beck,2016-07-02T05:30:00Z,2016-07-02T09:30:00Z
1707,Berghain,Mark Broom,2016-07-02T09:30:00Z,2016-07-02T13:30:00Z
1707,Berghain,Vakula,2016-07-02T13:30:00Z,2016-07-02T17:30:00Z
1707,Berghain,Adriana Lopez,2016-07-02T17:30:00Z,2016-07-02T21:00:00Z
1707,Berghain,DVS1,2016-07-02T21:00:00Z,2016-07-02T01:00:00Z
1707,Berghain,Courtesy,2016-07-02T23:59:00Z,2016-07-02T04:00:00Z
1708,Garten,Cormac,2016-07-09T12:00:00Z,2016-07-09T20:00:00Z
1708,Panorama Bar,Nick Höppner,2016-07-09T01:00:00Z,2016-07-09T09:00:00Z
1708,Panorama Bar,Awanto3,2016-07-09T04:00:00Z,2016-07-09T07:00:00Z
1708,Panorama Bar,Palms Trax,2016-07-09T07:00:00Z,2016-07-09T11:00:00Z
1708,Panorama Bar,Sven von Thülen,2016-07-09T11:00:00Z,2016-07-09T14:00:00Z
1708,Panorama Bar,RNDM,2016-07-09T14:00:00Z,2016-07-09T17:00:00Z
1708,Panorama Bar,Skatebård,2016-07-09T17:00:00Z,2016-07-09T21:00:00Z
1708,Panorama Bar,Gonno,2016-07-09T21:00:00Z,2016-07-09T01:00:00Z
1708,Panorama Bar,Dinky,2016-07-09T23:59:00Z,2016-07-09T04:00:00Z
1708,Berghain,Kyle Geiger,2016-07-09T01:00:00Z,2016-07-09T09:00:00Z
1708,Berghain,Vril,2016-07-09T04:00:00Z,2016-07-09T05:00:00Z
1708,Berghain,Mørbeck,2016-07-09T05:00:00Z,2016-07-09T09:00:00Z
1708,Berghain,Fiedel,2016-07-09T09:00:00Z,2016-07-09T13:00:00Z
1708,Berghain,Setaoc Mass,2016-07-09T13:00:00Z,2016-07-09T17:00:00Z
1708,Berghain,ROD,2016-07-09T17:00:00Z,2016-07-09T21:00:00Z
1708,Berghain,Len Faki,2016-07-09T21:00:00Z,2016-07-09T01:00:00Z
1708,Berghain,JP Enfant,2016-07-09T23:59:00Z,2016-07-09T04:00:00Z
1709,Panorama Bar,NOO,2016-07-15T03:30:00Z,2016-07-15T04:30:00Z
1709,Panorama Bar,Maurice Fulton,2016-07-15T04:30:00Z,2016-07-15T07:30:00Z
1709,Panorama Bar,Felix Dickinson,2016-07-15T07:30:00Z,2016-07-15T15:30:00Z
1709,Panorama Bar,Muallem,2016-07-15T23:59:00Z,2016-07-15T03:30:00Z
171,Panorama Bar,Timidboy,2011-01-21T00:00:00Z,2011-01-21T04:00:00Z
171,Panorama Bar,Onno,2011-01-21T04:00:00Z,2011-01-21T07:00:00Z
171,Panorama Bar,Mendo,2011-01-21T07:00:00Z,2011-01-21T10:00:00Z
171,Panorama Bar,Marcus Meinhardt,2011-01-21T10:00:00Z,2011-01-21T18:00:00Z
1710,Panorama Bar,Partok,2016-07-16T01:00:00Z,2016-07-16T09:00:00Z
1710,Panorama Bar,Heidi,2016-07-16T04:00:00Z,2016-07-16T08:00:00Z
1710,Panorama Bar,Kim Ann Foxman,2016-07-16T08:00:00Z,2016-07-16T12:00:00Z
1710,Panorama Bar,Honey Dijon,2016-07-16T12:00:00Z,2016-07-16T16:00:00Z
1710,Panorama Bar,Martyn,2016-07-16T16:00:00Z,2016-07-16T19:00:00Z
1710,Panorama Bar,Avalon Emerson,2016-07-16T19:00:00Z,2016-07-16T22:00:00Z
1710,Panorama Bar,Soundstream,2016-07-16T22:00:00Z,2016-07-16T01:00:00Z
1710,Panorama Bar,The Black Madonna,2016-07-16T23:59:00Z,2016-07-16T04:00:00Z
1710,Berghain,LSD,2016-07-16T01:00:00Z,2016-07-16T09:00:00Z
1710,Berghain,Kamikaze Space Programme,2016-07-16T05:00:00Z,2016-07-16T06:00:00Z
1710,Berghain,Planetary Assault Systems,2016-07-16T06:00:00Z,2016-07-16T09:00:00Z
1710,Berghain,Lucy,2016-07-16T09:00:00Z,2016-07-16T13:00:00Z
1710,Berghain,Sev Dah,2016-07-16T13:00:00Z,2016-07-16T17:00:00Z
1710,Berghain,Ø [Phase],2016-07-16T17:00:00Z,2016-07-16T21:00:00Z
1710,Berghain,Ben Sims,2016-07-16T21:00:00Z,2016-07-16T01:00:00Z
1710,Berghain,Ben Klock,2016-07-16T23:59:00Z,2016-07-16T05:00:00Z
1712,Garten,Honey Dijon,2016-07-23T12:00:00Z,2016-07-23T16:00:00Z
1712,Garten,Mike Servito,2016-07-23T16:00:00Z,2016-07-23T20:00:00Z
1712,Panorama Bar,The Fool's Stone,2016-07-23T04:00:00Z,2016-07-23T05:00:00Z
1712,Panorama Bar,Paramida,2016-07-23T05:00:00Z,2016-07-23T09:00:00Z
1712,Panorama Bar,Virginia,2016-07-23T09:00:00Z,2016-07-23T13:00:00Z
