event_id,floor,artist_name,set_time_start,set_time_end
1021,Garten,Andre Galluzzi,2014-07-12T15:00:00Z,2014-07-12T18:00:00Z
1021,Garten,Len Faki,2014-07-12T18:00:00Z,2014-07-12T20:00:00Z
1021,Panorama Bar,Kevin Reynolds,2014-07-12T05:00:00Z,2014-07-12T06:00:00Z
1021,Panorama Bar,Marquis Hawkes,2014-07-12T06:00:00Z,2014-07-12T09:00:00Z
1021,Panorama Bar,Dixon Avenue Basement Jams,2014-07-12T09:00:00Z,2014-07-12T17:00:00Z
1021,Panorama Bar,Oskar Offermann & Edward,2014-07-12T23:59:00Z,2014-07-12T05:00:00Z
1021,Berghain,Exium,2014-07-12T04:00:00Z,2014-07-12T05:30:00Z
1021,Berghain,Rolando,2014-07-12T05:30:00Z,2014-07-12T08:30:00Z
1021,Berghain,Anomaly,2014-07-12T08:30:00Z,2014-07-12T11:30:00Z
1021,Berghain,Boris,2014-07-12T11:30:00Z,2014-07-12T15:00:00Z
1021,Berghain,Freddy K,2014-07-12T15:00:00Z,2014-07-12T19:00:00Z
1021,Berghain,Answer Code Request,2014-07-12T19:00:00Z,2014-07-13T03:00:00Z
1021,Berghain,Dj Pete,2014-07-12T23:59:00Z,2014-07-12T04:00:00Z
1022,Panorama Bar,Michael Gracioppo,2014-07-18T03:00:00Z,2014-07-18T06:00:00Z
1022,Panorama Bar,Mano le Tough,2014-07-18T06:00:00Z,2014-07-18T09:00:00Z
1022,Panorama Bar,Sven von Thülen,2014-07-18T09:00:00Z,2014-07-18T17:00:00Z
1022,Panorama Bar,Nicuri,2014-07-18T23:59:00Z,2014-07-18T03:00:00Z
1023,Garten,Borrowed Identity,2014-07-19T12:00:00Z,2014-07-19T15:00:00Z
1023,Garten,Ryan Elliott,2014-07-19T15:00:00Z,2014-07-19T17:00:00Z
1023,Garten,Mr. Tophat & Art Alfie,2014-07-19T17:00:00Z,2014-07-19T20:00:00Z
1023,Panorama Bar,Alle die noch stehen können,2014-07-19T20:00:00Z,2014-07-20T04:00:00Z
1023,Berghain,Polar Inertia,2014-07-19T04:00:00Z,2014-07-19T05:00:00Z
1023,Berghain,Marcel Fengler,2014-07-19T05:00:00Z,2014-07-19T09:00:00Z
1023,Berghain,Ben Klock,2014-07-19T09:00:00Z,2014-07-19T12:00:00Z
1023,Berghain,Norman Nodge,2014-07-19T12:00:00Z,2014-07-19T19:00:00Z
1023,Berghain,Adriana Lopez,2014-07-19T19:00:00Z,2014-07-19T23:59:00Z
1023,Berghain,Rødhåd,2014-07-19T23:59:00Z,2014-07-20T07:59:00Z
1023,Berghain,Âme dj,2014-07-19T23:59:00Z,2014-07-19T04:00:00Z
1024,Panorama Bar,Juju & Jordash,2014-07-25T04:00:00Z,2014-07-25T05:00:00Z
1024,Panorama Bar,Peter van Hoesen,2014-07-25T05:00:00Z,2014-07-25T08:00:00Z
1024,Panorama Bar,Ateq,2014-07-25T08:00:00Z,2014-07-25T16:00:00Z
1024,Panorama Bar,Konstantin,2014-07-25T23:59:00Z,2014-07-25T04:00:00Z
1025,Garten,"Dexter, Virginia, Steffi & nd_baumecker",2014-07-26T12:00:00Z,2014-07-26T20:00:00Z
1025,Panorama Bar,Stereogamous feat. Shaun J. Wright,2014-07-26T04:00:00Z,2014-07-26T04:50:00Z
1025,Panorama Bar,Kim Ann Foxman,2014-07-26T04:50:00Z,2014-07-26T08:00:00Z
1025,Panorama Bar,DVS1,2014-07-26T08:00:00Z,2014-07-26T16:00:00Z
1025,Panorama Bar,nd_baumecker,2014-07-26T23:59:00Z,2014-07-26T04:00:00Z
1025,Berghain,Albert van Abbe,2014-07-26T04:00:00Z,2014-07-26T05:00:00Z
1025,Berghain,Etapp Kyle,2014-07-26T05:00:00Z,2014-07-26T09:00:00Z
1025,Berghain,Marcel Dettmann,2014-07-26T09:00:00Z,2014-07-26T13:00:00Z
1025,Berghain,Dr. Rubinstein,2014-07-26T13:00:00Z,2014-07-26T17:00:00Z
1025,Berghain,Anthony Parasole,2014-07-26T17:00:00Z,2014-07-26T21:00:00Z
1025,Berghain,Matrixxman,2014-07-26T21:00:00Z,2014-07-26T23:59:00Z
1025,Berghain,Fiedel,2014-07-26T23:59:00Z,2014-07-26T04:00:00Z
1025,Berghain,Ron Albrecht,2014-07-26T23:59:00Z,2014-07-27T07:59:00Z
1027,Kantine am Berghain,Jesse Marchant,2014-11-03T20:00:00Z,2014-11-03T20:45:00Z
1027,Kantine am Berghain,Sondre Lerche,2014-11-03T21:00:00Z,2014-11-04T05:00:00Z
1028,Kantine am Berghain,Adna,2014-10-22T21:00:00Z,2014-10-22T21:45:00Z
1028,Kantine am Berghain,Woman's Hour,2014-10-22T22:00:00Z,2014-10-23T06:00:00Z
1029,Kantine am Berghain,Sleep Party People,2014-11-27T21:00:00Z,2014-11-28T05:00:00Z
103,Panorama Bar,Cassy,2010-07-24T00:00:00Z,2010-07-24T05:00:00Z
103,Panorama Bar,Heatsick,2010-07-24T05:00:00Z,2010-07-24T06:00:00Z
103,Panorama Bar,Prosumer,2010-07-24T06:00:00Z,2010-07-24T09:00:00Z
103,Panorama Bar,Nick Höppner,2010-07-24T09:00:00Z,2010-07-24T12:00:00Z
103,Panorama Bar,Daniel Wang,2010-07-24T12:00:00Z,2010-07-24T14:00:00Z
103,Panorama Bar,Dj Harvey,2010-07-24T14:00:00Z,2010-07-24T22:00:00Z
103,Berghain,Triple R,2010-07-24T00:00:00Z,2010-07-24T03:00:00Z
103,Berghain,Deepchild,2010-07-24T03:00:00Z,2010-07-24T05:00:00Z
103,Berghain,Roland M. Dill,2010-07-24T05:00:00Z,2010-07-24T08:00:00Z
103,Berghain,Alex Under,2010-07-24T08:00:00Z,2010-07-24T09:30:00Z
103,Berghain,Norman Nodge,2010-07-24T09:30:00Z,2010-07-24T17:30:00Z
1030,Kantine am Berghain,Freschard,2014-09-10T21:00:00Z,2014-09-10T21:45:00Z
1030,Kantine am Berghain,The Burning Hell,2014-09-10T22:00:00Z,2014-09-11T06:00:00Z
1031,Halle,Ausstellung,2014-08-08T16:00:00Z,2014-08-08T23:00:00Z
1032,Halle,Ausstellung,2014-08-09T16:00:00Z,2014-08-09T23:00:00Z
1033,Halle,Ausstellung,2014-08-10T16:00:00Z,2014-08-10T23:00:00Z
1034,Halle,Ausstellung,2014-08-12T16:00:00Z,2014-08-12T23:00:00Z
1035,Halle,Ausstellung,2014-08-13T16:00:00Z,2014-08-13T23:00:00Z
1036,Halle,Ausstellung,2014-08-14T16:00:00Z,2014-08-14T23:00:00Z
1037,Halle,Ausstellung,2014-08-15T16:00:00Z,2014-08-15T23:00:00Z
1038,Halle,Ausstellung,2014-08-16T16:00:00Z,2014-08-16T23:00:00Z
1039,Halle,Ausstellung,2014-08-17T16:00:00Z,2014-08-17T23:00:00Z
104,Panorama Bar,Matt Burton,2010-07-30T00:00:00Z,2010-07-30T02:30:00Z
104,Panorama Bar,Eric Johnston,2010-07-30T02:30:00Z,2010-07-30T05:00:00Z
104,Panorama Bar,Lee Curtis,2010-07-30T05:00:00Z,2010-07-30T07:30:00Z
104,Panorama Bar,Christopher Silvester aka Inxec,2010-07-30T07:30:00Z,2010-07-30T08:30:00Z
104,Panorama Bar,Matt Tolfrey,2010-07-30T08:30:00Z,2010-07-30T16:30:00Z
1040,Halle,Ausstellung,2014-08-19T16:00:00Z,2014-08-19T23:00:00Z
1041,Halle,Ausstellung,2014-08-20T16:00:00Z,2014-08-20T23:00:00Z
1042,Halle,Ausstellung,2014-08-21T16:00:00Z,2014-08-21T23:00:00Z
1043,Halle,Ausstellung,2014-08-22T16:00:00Z,2014-08-22T23:00:00Z
1044,Halle,Ausstellung,2014-08-23T16:00:00Z,2014-08-23T23:00:00Z
1045,Halle,Ausstellung,2014-08-24T16:00:00Z,2014-08-24T23:00:00Z
1046,Halle,Ausstellung,2014-08-26T16:00:00Z,2014-08-26T23:00:00Z
1047,Halle,Ausstellung,2014-08-27T16:00:00Z,2014-08-27T23:00:00Z
1048,Halle,Ausstellung,2014-08-28T16:00:00Z,2014-08-28T23:00:00Z
1049,Halle,Ausstellung,2014-08-29T16:00:00Z,2014-08-29T23:00:00Z
105,Garten,Chateau Flight,2010-07-31T12:00:00Z,2010-07-31T16:00:00Z
105,Garten,Soundstream,2010-07-31T16:00:00Z,2010-07-31T20:00:00Z
105,Panorama Bar,Paul Du Lac,2010-07-31T00:00:00Z,2010-07-31T03:30:00Z
105,Panorama Bar,Dexter,2010-07-31T03:30:00Z,2010-07-31T04:30:00Z
105,Panorama Bar,Serge/ Paul Du Lac,2010-07-31T04:30:00Z,2010-07-31T05:00:00Z
105,Panorama Bar,Literon,2010-07-31T05:00:00Z,2010-07-31T06:00:00Z
105,Panorama Bar,Serge,2010-07-31T06:00:00Z,2010-07-31T09:00:00Z
105,Panorama Bar,Steffi,2010-07-31T09:00:00Z,2010-07-31T17:00:00Z
105,Berghain,Andre Galluzzi,2010-07-31T00:00:00Z,2010-07-31T05:00:00Z
105,Berghain,Jonas Kopp,2010-07-31T05:00:00Z,2010-07-31T06:00:00Z
105,Berghain,Dj Deep,2010-07-31T06:00:00Z,2010-07-31T09:00:00Z
105,Berghain,Ben Klock,2010-07-31T09:00:00Z,2010-07-31T17:00:00Z
1050,Halle,Ausstellung,2014-08-30T16:00:00Z,2014-08-30T23:00:00Z
1051,Halle,Ausstellung,2014-08-31T16:00:00Z,2014-08-31T23:00:00Z
1052,Halle,Eröffnung,2014-08-07T19:00:00Z,2014-08-07T23:00:00Z
1053,Kantine am Berghain,Meteorites,2014-08-08T00:00:00Z,2014-08-08T00:30:00Z
1053,Kantine am Berghain,El G,2014-08-08T00:30:00Z,2014-08-08T01:30:00Z
1053,Kantine am Berghain,Dengue Dengue Dengue!,2014-08-08T01:30:00Z,2014-08-08T03:00:00Z
1053,Kantine am Berghain,Clap! Clap!,2014-08-08T03:00:00Z,2014-08-08T04:30:00Z
1053,Kantine am Berghain,Eck Echo Crew,2014-08-08T04:30:00Z,2014-08-08T12:30:00Z
1053,Kantine am Berghain,Mr. Toé,2014-08-08T23:00:00Z,2014-08-08T00:00:00Z
1054,Kantine am Berghain,Torn Hawk,2014-11-04T21:00:00Z,2014-11-04T21:45:00Z
1054,Kantine am Berghain,Black Bananas,2014-11-04T22:00:00Z,2014-11-05T06:00:00Z
1055,Kantine am Berghain,Coconami,2014-09-11T21:00:00Z,2014-09-11T21:45:00Z
1055,Kantine am Berghain,Kofelgschroa,2014-09-11T22:00:00Z,2014-09-12T06:00:00Z
1057,Kantine am Berghain,Plattenbau,2014-10-28T21:00:00Z,2014-10-28T21:45:00Z
1057,Kantine am Berghain,La Luz,2014-10-28T22:00:00Z,2014-10-29T06:00:00Z
1058,Berghain,DJ Mega Hue,2014-08-27T20:00:00Z,2014-08-27T20:45:00Z
